Kinases (NCBI_Gene_symbol),Entrez Gene_ID (Kinase),description,type_of_gene,map_location, Substrate (NCBI_Gene_symbol),Entrez Gene_ID (Substrate),description,type_of_gene,map_location
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,RAPGEF1,2889,Rap guanine nucleotide exchange factor (GEF) 1,protein-coding,9q34.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CDK1,983,cyclin-dependent kinase 1,protein-coding,10q21.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PLD2,5338,phospholipase D2,protein-coding,17p13.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,KCNA3,3738,"potassium voltage-gated channel, shaker-related subfamily, member 3",protein-coding,1p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,MMP14,4323,matrix metallopeptidase 14 (membrane-inserted),protein-coding,14q11-q12
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,VAV3,10451,vav 3 guanine nucleotide exchange factor,protein-coding,1p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,THRAP3,9967,thyroid hormone receptor associated protein 3,protein-coding,1p34.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,EMD,2010,emerin,protein-coding,Xq28
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,TRIP6,7205,thyroid hormone receptor interactor 6,protein-coding,7q22
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,BCAR1,9564,breast cancer anti-estrogen resistance 1,protein-coding,16q23.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,EGFR,1956,epidermal growth factor receptor,protein-coding,7p12
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SPRY2,10253,sprouty homolog 2 (Drosophila),protein-coding,13q31.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,RPS6KA3,6197,"ribosomal protein S6 kinase, 90kDa, polypeptide 3",protein-coding,Xp22.2-p22.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,FCRL3,115352,Fc receptor-like 3,protein-coding,1q21-q22
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,BMX,660,BMX non-receptor tyrosine kinase,protein-coding,Xp22.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,HLA-B,3106,"major histocompatibility complex, class I, B",protein-coding,6p21.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,BDKRB2,624,bradykinin receptor B2,protein-coding,14q32.1-q32.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,RBM10,8241,RNA binding motif protein 10,protein-coding,Xp11.23
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,TRIP10,9322,thyroid hormone receptor interactor 10,protein-coding,19p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CLTC,1213,"clathrin, heavy chain (Hc)",protein-coding,17q11-qter
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,AP2B1,163,"adaptor-related protein complex 2, beta 1 subunit",protein-coding,17q11.2-q12
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SH3GL1,6455,SH3-domain GRB2-like 1,protein-coding,19p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,GLRB,2743,"glycine receptor, beta",protein-coding,4q31.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,HCN4,10021,hyperpolarization activated cyclic nucleotide-gated potassium channel 4,protein-coding,15q24.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,RGS16,6004,regulator of G-protein signaling 16,protein-coding,1q25-q31
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CORO7,79585,coronin 7,protein-coding,16p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SFPQ,6421,splicing factor proline/glutamine-rich,protein-coding,1p34.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,NPHP1,4867,nephronophthisis 1 (juvenile),protein-coding,2q13
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CBLC,23624,"Cbl proto-oncogene, E3 ubiquitin protein ligase C",protein-coding,19q13.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,MYLK,4638,myosin light chain kinase,protein-coding,3q21
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CTNNB1,1499,"catenin (cadherin-associated protein), beta 1, 88kDa",protein-coding,3p21
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CASP8,841,"caspase 8, apoptosis-related cysteine peptidase",protein-coding,2q33-q34
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PLCG2,5336,"phospholipase C, gamma 2 (phosphatidylinositol-specific)",protein-coding,16q24.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,GUCY1B3,2983,"guanylate cyclase 1, soluble, beta 3",protein-coding,4q31.3-q33
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,IKBKB,3551,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",protein-coding,8p11.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,RPS6KB2,6199,"ribosomal protein S6 kinase, 70kDa, polypeptide 2",protein-coding,11q13.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,HNF4A,3172,"hepatocyte nuclear factor 4, alpha",protein-coding,20q13.12
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,EWSR1,2130,EWS RNA-binding protein 1,protein-coding,22q12.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,JUP,3728,junction plakoglobin,protein-coding,17q21
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,FLT4,2324,fms-related tyrosine kinase 4,protein-coding,5q35.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PTPN6,5777,"protein tyrosine phosphatase, non-receptor type 6",protein-coding,12p13
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PELP1,27043,"proline, glutamate and leucine rich protein 1",protein-coding,17p13.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,WWOX,51741,WW domain containing oxidoreductase,protein-coding,16q23.3-q24.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SYNJ2,8871,synaptojanin 2,protein-coding,6q25.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,DAPP1,27071,dual adaptor of phosphotyrosine and 3-phosphoinositides,protein-coding,4q25-q27
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,RAC1,5879,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",protein-coding,7p22
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SHC3,53358,SHC (Src homology 2 domain containing) transforming protein 3,protein-coding,9q22.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PDPK1,5170,3-phosphoinositide dependent protein kinase-1,protein-coding,16p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,ARHGDIA,396,Rho GDP dissociation inhibitor (GDI) alpha,protein-coding,17q25.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,RAF1,5894,v-raf-1 murine leukemia viral oncogene homolog 1,protein-coding,3p25
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CNN3,1266,"calponin 3, acidic",protein-coding,1p22-p21
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,HCRTR1,3061,hypocretin (orexin) receptor 1,protein-coding,1p33
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CDCP1,64866,CUB domain containing protein 1,protein-coding,3p21.31
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CYP19A1,1588,"cytochrome P450, family 19, subfamily A, polypeptide 1",protein-coding,15q21.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PIP5K1C,23396,"phosphatidylinositol-4-phosphate 5-kinase, type I, gamma",protein-coding,19p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,LRP1,4035,low density lipoprotein receptor-related protein 1,protein-coding,12q13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,KCNJ1,3758,"potassium inwardly-rectifying channel, subfamily J, member 1",protein-coding,11q24
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,STAP2,55620,signal transducing adaptor family member 2,protein-coding,19p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PFN1,5216,profilin 1,protein-coding,17p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,KCNB1,3745,"potassium voltage-gated channel, Shab-related subfamily, member 1",protein-coding,20q13.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,ITGB3,3690,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",protein-coding,17q21.32
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PROM1,8842,prominin 1,protein-coding,4p15.32
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,GSN,2934,gelsolin,protein-coding,9q33
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,FHIT,2272,fragile histidine triad,protein-coding,3p14.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CD46,4179,"CD46 molecule, complement regulatory protein",protein-coding,1q32
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SPTAN1,6709,"spectrin, alpha, non-erythrocytic 1",protein-coding,9q34.11
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,DVL2,1856,dishevelled segment polarity protein 2,protein-coding,17p13.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CDH5,1003,"cadherin 5, type 2 (vascular endothelium)",protein-coding,16q22.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,NOXA1,10811,NADPH oxidase activator 1,protein-coding,9q34.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,DDR2,4921,discoidin domain receptor tyrosine kinase 2,protein-coding,1q23.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PKD1,5310,polycystic kidney disease 1 (autosomal dominant),protein-coding,16p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,AGTR1,185,"angiotensin II receptor, type 1",protein-coding,3q24
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SNCA,6622,"synuclein, alpha (non A4 component of amyloid precursor)",protein-coding,4q21
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,OCLN,100506658,occludin,protein-coding,5q13.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PRKD1,5587,protein kinase D1,protein-coding,14q11
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,NDFIP2,54602,Nedd4 family interacting protein 2,protein-coding,13q31.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CDK4,1019,cyclin-dependent kinase 4,protein-coding,12q14
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,GNB2L1,10399,"guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1",protein-coding,5q35.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,MPZL1,9019,myelin protein zero-like 1,protein-coding,1q24.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SF3B2,10992,"splicing factor 3b, subunit 2, 145kDa",protein-coding,11q13.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,ARHGDIB,397,Rho GDP dissociation inhibitor (GDI) beta,protein-coding,12p12.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SRRT,51593,serrate RNA effector molecule homolog (Arabidopsis),protein-coding,7q21
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,KDR,3791,kinase insert domain receptor (a type III receptor tyrosine kinase),protein-coding,4q11-q12
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,AKAP8,10270,A kinase (PRKA) anchor protein 8,protein-coding,19p13.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,HLA-A,3105,"major histocompatibility complex, class I, A",protein-coding,6p21.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CDH2,1000,"cadherin 2, type 1, N-cadherin (neuronal)",protein-coding,18q11.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,KRT19,3880,keratin 19,protein-coding,17q21.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SDC2,6383,syndecan 2,protein-coding,8q22-q23
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,EZR,7430,ezrin,protein-coding,6q25.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,RHBG,57127,"Rh family, B glycoprotein (gene/pseudogene)",protein-coding,1q21.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,PLSCR1,5359,phospholipid scramblase 1,protein-coding,3q23
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,ZC3H4,23211,zinc finger CCCH-type containing 4,protein-coding,19q13.32
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CACNA1C,775,"calcium channel, voltage-dependent, L type, alpha 1C subunit",protein-coding,12p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,TRPV1,7442,"transient receptor potential cation channel, subfamily V, member 1",protein-coding,17p13.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,TERT,7015,telomerase reverse transcriptase,protein-coding,5p15.33
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,STAT5B,6777,signal transducer and activator of transcription 5B,protein-coding,17q11.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,GAPDH,2597,glyceraldehyde-3-phosphate dehydrogenase,protein-coding,12p13
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CTTN,2017,cortactin,protein-coding,11q13
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,ESR1,2099,estrogen receptor 1,protein-coding,6q25.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CAV1,857,"caveolin 1, caveolae protein, 22kDa",protein-coding,7q31.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,UGT2B7,7364,"UDP glucuronosyltransferase 2 family, polypeptide B7",protein-coding,4q13
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,KHSRP,8570,KH-type splicing regulatory protein,protein-coding,19p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,STAT5A,6776,signal transducer and activator of transcription 5A,protein-coding,17q11.2
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,ATXN2L,11273,ataxin 2-like,protein-coding,16p11
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,TNS3,64759,tensin 3,protein-coding,7p12.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,BCLAF1,9774,BCL2-associated transcription factor 1,protein-coding,6q22-q23
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,MAPT,4137,microtubule-associated protein tau,protein-coding,17q21.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SLC25A4,291,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",protein-coding,4q35
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,GJA1,2697,"gap junction protein, alpha 1, 43kDa",protein-coding,6q22.31
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,MUC1,4582,"mucin 1, cell surface associated",protein-coding,1q21
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,SH3PXD2B,285590,SH3 and PX domains 2B,protein-coding,5q35.1
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,NOS2,4843,"nitric oxide synthase 2, inducible",protein-coding,17q11.2-q12
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,CNN2,1265,calponin 2,protein-coding,19p13.3
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,RRAS,6237,related RAS viral (r-ras) oncogene homolog,protein-coding,19q13.3-qter
SRC,6714,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),protein-coding,20q12-q13,DLG4,1742,"discs, large homolog 4 (Drosophila)",protein-coding,17p13.1
